txn_id,network,merchant,txn_date,auth_amount,auth_status,decline_code,clearing_status,clearing_amount,settlement_status,settlement_amount
TXN011751,Mastercard,Merchant_Electronics_01,2026-01-03,2400.48,Approved,,Not Cleared,,,
TXN011752,RuPay,Merchant_Electronics_09,2026-02-17,3743.28,Approved,,Cleared,3743.28,Settled,3743.28
TXN011753,Mastercard,Merchant_Hotel_16,2026-04-16,4687.32,Approved,,Cleared,4687.32,Settled,4687.32
TXN011754,Visa,Merchant_Electronics_17,2026-05-06,3077.7,Approved,,Cleared,3077.7,Settled,3077.7
TXN011755,RuPay,Merchant_Hotel_16,2026-04-16,2232.62,Approved,,Cleared,2232.62,Settled,2232.62
TXN011756,RuPay,Merchant_Restaurant_07,2026-05-30,3143.53,Declined,05,,,,
TXN011757,Amex,Merchant_Hotel_08,2026-05-08,1806.53,Approved,,Cleared,1806.53,Not Settled,
TXN011758,Visa,Merchant_Fuel_05,2026-01-05,1609.86,Declined,54,,,,
TXN011759,RuPay,Merchant_Fashion_02,2026-03-10,1243.86,Approved,,Cleared,1243.86,Settled,1243.86
TXN011760,RuPay,Merchant_Electronics_09,2026-04-26,65.96,Approved,,Cleared,65.96,Settled,65.96
TXN011761,RuPay,Merchant_Electronics_09,2026-06-27,1309.23,Approved,,Cleared,1309.23,Settled,1309.23
TXN011762,Visa,Merchant_Restaurant_07,2026-01-29,1658.67,Approved,,Cleared,1658.67,Settled,1658.67
TXN011763,Visa,Merchant_Electronics_01,2026-02-21,2825.09,Approved,,Cleared,2825.09,Settled,2825.09
TXN011764,Amex,Merchant_Fashion_18,2026-04-11,4223.18,Approved,,Cleared,4223.18,Settled,4223.18
TXN011765,Amex,Merchant_Restaurant_07,2026-03-22,2606.55,Declined,61,,,,
TXN011766,Amex,Merchant_Restaurant_07,2026-02-11,4322.62,Approved,,Cleared,4322.62,Settled,4322.62
TXN011767,Amex,Merchant_Electronics_09,2026-05-16,1697.47,Approved,,Cleared,1697.47,Settled,1697.47
TXN011768,Visa,Merchant_Pharmacy_14,2026-05-04,1925.5,Approved,,Cleared,1925.5,Settled,1925.5
TXN011769,Mastercard,Merchant_Grocery_03,2026-01-18,2921.16,Approved,,Cleared,2921.16,Settled,2892.2
TXN011770,Visa,Merchant_Hotel_16,2026-01-12,583.83,Approved,,Not Cleared,,,
TXN011771,Mastercard,Merchant_Restaurant_07,2026-02-15,1458.46,Approved,,Cleared,1458.46,Settled,1458.46
TXN011772,Mastercard,Merchant_Electronics_01,2026-05-11,1192.41,Approved,,Cleared,1192.41,Settled,1192.41
TXN011773,Mastercard,Merchant_Pharmacy_06,2026-03-07,2744.6,Approved,,Cleared,2744.6,Settled,2744.6
TXN011774,Mastercard,Merchant_Pharmacy_14,2026-06-13,4287.16,Approved,,Cleared,4287.16,Settled,4287.16
TXN011775,RuPay,Merchant_Travel_04,2026-01-25,4542.83,Declined,05,,,,
TXN011776,Mastercard,Merchant_Fuel_05,2026-05-31,4278.05,Approved,,Cleared,4278.05,Settled,4278.05
TXN011777,RuPay,Merchant_Grocery_11,2026-03-18,1094.44,Approved,,Cleared,1094.44,Settled,1094.44
TXN011778,Visa,Merchant_Grocery_03,2026-03-01,3076.03,Approved,,Cleared,3076.03,Settled,3076.03
TXN011779,RuPay,Merchant_Fuel_05,2026-01-06,3916.85,Approved,,Cleared,3916.85,Settled,3916.85
TXN011780,RuPay,Merchant_Fashion_02,2026-02-23,3554.73,Approved,,Not Cleared,,,
TXN011781,RuPay,Merchant_Travel_12,2026-01-10,4505.65,Approved,,Cleared,4505.65,Settled,4505.65
TXN011782,RuPay,Merchant_Fashion_18,2026-03-19,1907.91,Approved,,Cleared,1907.91,Settled,1907.91
TXN011783,Amex,Merchant_Pharmacy_06,2026-02-22,3799.87,Declined,51,,,,
TXN011784,RuPay,Merchant_Travel_04,2026-06-17,3081.32,Approved,,Cleared,3081.32,Settled,3081.32
TXN011785,Mastercard,Merchant_Travel_12,2026-05-06,4309.29,Approved,,Cleared,4309.29,Settled,4309.29
TXN011786,Visa,Merchant_Electronics_17,2026-02-10,535.51,Approved,,Cleared,535.51,Settled,535.51
TXN011787,Mastercard,Merchant_Travel_20,2026-01-22,4222.0,Approved,,Cleared,4222.0,Not Settled,
TXN011788,Mastercard,Merchant_Fashion_02,2026-01-03,2255.88,Approved,,Cleared,2255.88,Settled,2255.88
TXN011789,RuPay,Merchant_Electronics_17,2026-05-20,226.99,Approved,,Cleared,226.99,Settled,226.99
TXN011790,RuPay,Merchant_Fashion_10,2026-01-24,400.16,Approved,,Cleared,400.16,Settled,400.16
TXN011791,Visa,Merchant_Fashion_18,2026-06-02,4052.71,Approved,,Cleared,4052.71,Settled,4052.71
TXN011792,Amex,Merchant_Electronics_17,2026-03-30,2618.55,Approved,,Cleared,2618.55,Settled,2618.55
TXN011793,Amex,Merchant_Pharmacy_14,2026-01-16,3819.74,Approved,,Not Cleared,,,
TXN011794,Visa,Merchant_Travel_20,2026-03-31,1116.43,Approved,,Cleared,1116.43,Settled,1116.43
TXN011795,Visa,Merchant_Grocery_19,2026-05-12,3872.04,Approved,,Cleared,3872.04,Settled,3872.04
TXN011796,Amex,Merchant_Grocery_11,2026-03-19,3992.4,Approved,,Cleared,3992.4,Settled,3992.4
TXN011797,Mastercard,Merchant_Electronics_09,2026-03-20,1107.48,Declined,51,,,,
TXN011798,Mastercard,Merchant_Travel_12,2026-02-07,3681.69,Approved,,Cleared,3681.69,Settled,3662.62
TXN011799,RuPay,Merchant_Travel_04,2026-03-17,1869.69,Approved,,Cleared,1869.69,Settled,1869.69
TXN011800,Visa,Merchant_Fashion_18,2026-06-27,1625.64,Approved,,Cleared,1625.64,Settled,1625.64
TXN011801,Mastercard,Merchant_Travel_04,2026-04-16,4734.12,Approved,,Cleared,4734.12,Not Settled,
TXN011802,Visa,Merchant_Fuel_13,2026-04-04,3877.39,Approved,,Cleared,3877.39,Settled,3877.39
TXN011803,RuPay,Merchant_Fuel_05,2026-06-23,3082.85,Approved,,Cleared,3082.85,Settled,3082.85
TXN011804,Amex,Merchant_Grocery_03,2026-02-25,2861.73,Declined,54,,,,
TXN011805,Visa,Merchant_Travel_04,2026-01-12,522.66,Approved,,Cleared,522.66,Settled,522.66
TXN011806,Visa,Merchant_Grocery_11,2026-06-04,2088.54,Approved,,Cleared,2088.54,Settled,2088.54
TXN011807,Amex,Merchant_Electronics_09,2026-06-05,4226.34,Declined,14,,,,
TXN011808,Amex,Merchant_Travel_04,2026-01-14,2709.16,Approved,,Cleared,2709.16,Settled,2709.16
TXN011809,Mastercard,Merchant_Restaurant_07,2026-01-16,1403.94,Approved,,Cleared,1403.94,Settled,1403.94
TXN011810,Mastercard,Merchant_Hotel_08,2026-02-19,3864.57,Approved,,Cleared,3864.57,Settled,3864.57
TXN011811,Mastercard,Merchant_Travel_12,2026-05-06,2734.58,Approved,,Cleared,2734.58,Settled,2734.58
TXN011812,Mastercard,Merchant_Electronics_09,2026-05-08,3833.46,Approved,,Cleared,3833.46,Settled,3833.46
TXN011813,Amex,Merchant_Fashion_10,2026-05-24,4527.13,Approved,,Cleared,4527.13,Settled,4527.13
TXN011814,Amex,Merchant_Electronics_01,2026-06-28,1453.39,Approved,,Cleared,1453.39,Settled,1453.39
TXN011815,RuPay,Merchant_Grocery_19,2026-03-05,438.89,Approved,,Cleared,438.89,Settled,438.89
TXN011816,Mastercard,Merchant_Fuel_13,2026-04-10,739.96,Approved,,Cleared,739.96,Settled,739.96
TXN011817,Visa,Merchant_Travel_12,2026-02-26,2337.33,Approved,,Cleared,2337.33,Settled,2337.33
TXN011818,Mastercard,Merchant_Electronics_01,2026-04-09,4752.75,Approved,,Cleared,4752.75,Settled,4752.75
TXN011819,Amex,Merchant_Restaurant_15,2026-03-21,3255.86,Approved,,Cleared,3255.86,Settled,3255.86
TXN011820,Visa,Merchant_Fashion_10,2026-04-26,3079.52,Approved,,Cleared,3079.52,Settled,3079.52
TXN011821,Amex,Merchant_Travel_20,2026-05-08,4235.0,Approved,,Cleared,4235.0,Settled,4235.0
TXN011822,Visa,Merchant_Fuel_13,2026-05-26,2016.53,Declined,61,,,,
TXN011823,Mastercard,Merchant_Pharmacy_14,2026-01-16,1455.08,Approved,,Cleared,1455.08,Settled,1455.08
TXN011824,Amex,Merchant_Travel_20,2026-04-27,2516.17,Approved,,Cleared,2516.17,Settled,2516.17
TXN011825,Amex,Merchant_Fashion_02,2026-06-18,2068.22,Declined,05,,,,
TXN011826,Mastercard,Merchant_Fashion_18,2026-02-06,152.74,Approved,,Cleared,152.74,Settled,152.74
TXN011827,Visa,Merchant_Electronics_01,2026-02-11,3082.98,Approved,,Cleared,3082.98,Settled,3082.98
TXN011828,RuPay,Merchant_Hotel_08,2026-06-06,2029.94,Approved,,Cleared,2029.94,Settled,2029.94
TXN011829,Amex,Merchant_Pharmacy_06,2026-04-09,3341.36,Approved,,Cleared,3341.36,Settled,3341.36
TXN011830,Amex,Merchant_Grocery_03,2026-06-21,1428.93,Approved,,Cleared,1428.93,Settled,1428.93
TXN011831,RuPay,Merchant_Restaurant_15,2026-05-28,1378.73,Approved,,Cleared,1378.73,Settled,1378.73
TXN011832,Mastercard,Merchant_Grocery_11,2026-01-13,3770.66,Approved,,Cleared,3770.66,Settled,3770.66
TXN011833,Amex,Merchant_Restaurant_15,2026-06-19,2614.32,Approved,,Cleared,2614.32,Settled,2614.32
TXN011834,RuPay,Merchant_Travel_12,2026-05-29,2716.63,Approved,,Cleared,2716.63,Settled,2716.63
TXN011835,Amex,Merchant_Fuel_05,2026-05-30,1726.4,Approved,,Cleared,1726.4,Settled,1726.4
TXN011836,RuPay,Merchant_Pharmacy_14,2026-04-07,2720.53,Approved,,Cleared,2720.53,Settled,2720.53
TXN011837,Visa,Merchant_Travel_12,2026-05-05,1613.36,Approved,,Cleared,1613.36,Settled,1613.36
TXN011838,Visa,Merchant_Restaurant_07,2026-01-01,1560.2,Approved,,Cleared,1560.2,Settled,1560.2
TXN011839,Mastercard,Merchant_Hotel_16,2026-03-29,2331.88,Approved,,Cleared,2331.88,Settled,2331.88
TXN011840,Amex,Merchant_Electronics_09,2026-01-14,3003.56,Approved,,Cleared,3003.56,Settled,3003.56
TXN011841,Amex,Merchant_Restaurant_07,2026-02-28,994.85,Approved,,Cleared,994.85,Settled,994.85
TXN011842,Amex,Merchant_Travel_20,2026-01-23,1553.6,Approved,,Cleared,1553.6,Settled,1553.6
TXN011843,Mastercard,Merchant_Fashion_18,2026-06-06,3140.7,Approved,,Cleared,3140.7,Settled,3140.7
TXN011844,Amex,Merchant_Electronics_09,2026-04-05,4494.37,Approved,,Cleared,4494.37,Settled,4494.37
TXN011845,RuPay,Merchant_Pharmacy_06,2026-04-26,1155.18,Approved,,Cleared,1155.18,Settled,1155.18
TXN011846,RuPay,Merchant_Restaurant_07,2026-06-07,129.07,Approved,,Cleared,129.07,Settled,129.07
TXN011847,Amex,Merchant_Electronics_17,2026-06-26,4486.13,Approved,,Cleared,4486.13,Settled,4451.9
TXN011848,RuPay,Merchant_Electronics_09,2026-04-19,1097.52,Approved,,Cleared,1097.52,Settled,1097.52
TXN011849,Visa,Merchant_Travel_20,2026-02-13,3581.71,Approved,,Not Cleared,,,
TXN011850,Amex,Merchant_Pharmacy_14,2026-06-15,2297.04,Approved,,Cleared,2297.04,Settled,2297.04
TXN011851,RuPay,Merchant_Restaurant_15,2026-03-07,2709.16,Approved,,Cleared,2709.16,Settled,2663.86
TXN011852,Amex,Merchant_Grocery_03,2026-06-21,241.38,Approved,,Cleared,241.38,Settled,241.38
TXN011853,Mastercard,Merchant_Electronics_17,2026-03-07,4518.13,Approved,,Cleared,4518.13,Settled,4518.13
TXN011854,Mastercard,Merchant_Grocery_19,2026-01-06,644.14,Approved,,Not Cleared,,,
TXN011855,RuPay,Merchant_Pharmacy_14,2026-05-13,4336.65,Approved,,Cleared,4336.65,Settled,4336.65
TXN011856,Mastercard,Merchant_Pharmacy_06,2026-04-02,1962.64,Approved,,Cleared,1962.64,Settled,1962.64
TXN011857,Mastercard,Merchant_Restaurant_07,2026-02-04,4126.9,Approved,,Cleared,4126.9,Settled,4126.9
TXN011858,RuPay,Merchant_Pharmacy_06,2026-01-03,1261.17,Approved,,Cleared,1261.17,Settled,1261.17
TXN011859,RuPay,Merchant_Fuel_05,2026-03-17,4095.96,Approved,,Cleared,4095.96,Settled,4095.96
TXN011860,Amex,Merchant_Fashion_10,2026-06-07,4508.62,Approved,,Cleared,4508.62,Settled,4508.62
TXN011861,RuPay,Merchant_Fuel_13,2026-03-10,4648.88,Approved,,Cleared,4648.88,Settled,4648.88
TXN011862,Mastercard,Merchant_Grocery_11,2026-03-03,2202.94,Approved,,Cleared,2202.94,Settled,2202.94
TXN011863,RuPay,Merchant_Electronics_09,2026-05-09,554.16,Declined,14,,,,
TXN011864,RuPay,Merchant_Travel_20,2026-03-28,1023.56,Approved,,Cleared,1023.56,Settled,1023.56
TXN011865,Visa,Merchant_Grocery_19,2026-04-27,1561.48,Approved,,Not Cleared,,,
TXN011866,RuPay,Merchant_Travel_04,2026-03-23,486.93,Approved,,Cleared,486.93,Settled,486.93
TXN011867,Visa,Merchant_Travel_12,2026-03-11,3222.53,Approved,,Not Cleared,,,
TXN011868,Amex,Merchant_Electronics_17,2026-05-19,177.8,Approved,,Cleared,177.8,Settled,177.8
TXN011869,RuPay,Merchant_Restaurant_07,2026-05-05,3709.06,Approved,,Cleared,3709.06,Settled,3709.06
TXN011870,RuPay,Merchant_Grocery_11,2026-01-18,4983.83,Approved,,Cleared,4983.83,Settled,4983.83
TXN011871,RuPay,Merchant_Fashion_18,2026-04-24,2774.9,Approved,,Cleared,2774.9,Settled,2774.9
TXN011872,RuPay,Merchant_Travel_04,2026-05-26,984.84,Approved,,Cleared,984.84,Settled,984.84
TXN011873,RuPay,Merchant_Fuel_13,2026-06-06,4512.97,Approved,,Cleared,4512.97,Settled,4512.97
TXN011874,Amex,Merchant_Travel_20,2026-02-02,4179.59,Declined,51,,,,
TXN011875,Mastercard,Merchant_Grocery_11,2026-05-10,711.32,Approved,,Cleared,711.32,Settled,711.32
TXN011876,Amex,Merchant_Hotel_16,2026-01-26,1122.62,Approved,,Cleared,1122.62,Settled,1122.62
TXN011877,Visa,Merchant_Electronics_09,2026-06-07,3999.04,Approved,,Cleared,3999.04,Settled,3999.04
TXN011878,Visa,Merchant_Restaurant_15,2026-04-03,2018.8,Approved,,Cleared,2018.8,Settled,2018.8
TXN011879,Mastercard,Merchant_Grocery_11,2026-05-10,210.98,Approved,,Cleared,210.98,Settled,210.98
TXN011880,RuPay,Merchant_Fashion_10,2026-04-17,2959.63,Approved,,Cleared,2959.63,Settled,2959.63
TXN011881,Mastercard,Merchant_Hotel_16,2026-01-06,3448.36,Approved,,Cleared,3448.36,Settled,3448.36
TXN011882,Mastercard,Merchant_Travel_20,2026-03-14,339.3,Approved,,Cleared,339.3,Settled,339.3
TXN011883,RuPay,Merchant_Electronics_09,2026-06-24,2893.67,Approved,,Cleared,2893.67,Settled,2893.67
TXN011884,RuPay,Merchant_Travel_04,2026-04-28,3202.37,Approved,,Cleared,3202.37,Settled,3202.37
TXN011885,Amex,Merchant_Fashion_02,2026-01-05,4405.98,Approved,,Cleared,4405.98,Settled,4405.98
TXN011886,Mastercard,Merchant_Hotel_08,2026-05-12,1563.58,Approved,,Cleared,1563.58,Settled,1563.58
TXN011887,Mastercard,Merchant_Travel_04,2026-04-18,1088.15,Approved,,Cleared,1088.15,Settled,1088.15
TXN011888,RuPay,Merchant_Fashion_10,2026-06-08,2601.08,Declined,61,,,,
TXN011889,Visa,Merchant_Hotel_08,2026-03-06,4986.65,Approved,,Cleared,4986.65,Settled,4986.65
TXN011890,Visa,Merchant_Pharmacy_14,2026-02-10,4074.57,Approved,,Cleared,4074.57,Settled,4074.57
TXN011891,Mastercard,Merchant_Hotel_08,2026-06-16,3484.77,Approved,,Cleared,3484.77,Settled,3484.77
TXN011892,Visa,Merchant_Electronics_17,2026-03-23,3501.83,Approved,,Cleared,3501.83,Settled,3501.83
TXN011893,Amex,Merchant_Restaurant_15,2026-06-01,1136.34,Approved,,Cleared,1136.34,Not Settled,
TXN011894,Amex,Merchant_Electronics_01,2026-05-15,3294.7,Declined,14,,,,
TXN011895,Visa,Merchant_Restaurant_07,2026-06-24,1081.44,Approved,,Cleared,1081.44,Settled,1081.44
TXN011896,RuPay,Merchant_Travel_04,2026-04-30,3906.46,Approved,,Cleared,3906.46,Settled,3906.46
TXN011897,Amex,Merchant_Travel_04,2026-03-03,4640.33,Approved,,Cleared,4640.33,Settled,4640.33
TXN011898,Visa,Merchant_Electronics_17,2026-02-09,1663.14,Approved,,Cleared,1663.14,Settled,1663.14
TXN011899,Amex,Merchant_Restaurant_07,2026-03-16,479.9,Approved,,Cleared,479.9,Settled,479.9
TXN011900,Visa,Merchant_Fuel_13,2026-04-29,1651.1,Approved,,Cleared,1651.1,Settled,1651.1
TXN011901,RuPay,Merchant_Fuel_05,2026-05-30,328.33,Approved,,Cleared,328.33,Settled,328.33
TXN011902,RuPay,Merchant_Fashion_10,2026-06-16,2708.46,Approved,,Not Cleared,,,
TXN011903,RuPay,Merchant_Grocery_03,2026-05-09,4713.99,Approved,,Cleared,4713.99,Settled,4713.99
TXN011904,RuPay,Merchant_Electronics_09,2026-04-27,667.66,Approved,,Cleared,667.66,Settled,667.66
TXN011905,Mastercard,Merchant_Pharmacy_06,2026-03-09,1811.46,Approved,,Cleared,1811.46,Settled,1811.46
TXN011906,Visa,Merchant_Pharmacy_14,2026-06-17,1030.81,Approved,,Cleared,1030.81,Settled,1030.81
TXN011907,Mastercard,Merchant_Hotel_08,2026-05-06,1489.78,Declined,61,,,,
TXN011908,Amex,Merchant_Fuel_05,2026-04-20,3818.35,Declined,14,,,,
TXN011909,Visa,Merchant_Hotel_08,2026-01-30,2642.04,Approved,,Cleared,2642.04,Settled,2642.04
TXN011910,Visa,Merchant_Restaurant_15,2026-02-06,3165.85,Approved,,Cleared,3165.85,Settled,3165.85
TXN011911,RuPay,Merchant_Fashion_10,2026-01-31,515.58,Approved,,Cleared,515.58,Settled,515.58
TXN011912,RuPay,Merchant_Fashion_18,2026-05-01,2914.62,Approved,,Not Cleared,,,
TXN011913,Amex,Merchant_Fashion_10,2026-03-24,2900.29,Approved,,Cleared,2900.29,Settled,2866.55
TXN011914,Visa,Merchant_Hotel_16,2026-01-12,1249.08,Approved,,Cleared,1249.08,Settled,1249.08
TXN011915,RuPay,Merchant_Fuel_05,2026-06-24,2934.13,Approved,,Cleared,2934.13,Settled,2934.13
TXN011916,Amex,Merchant_Electronics_17,2026-05-31,1169.06,Declined,05,,,,
TXN011917,Visa,Merchant_Restaurant_15,2026-01-09,615.13,Approved,,Not Cleared,,,
TXN011918,Visa,Merchant_Travel_04,2026-03-04,1157.23,Approved,,Cleared,1157.23,Not Settled,
TXN011919,Visa,Merchant_Grocery_03,2026-01-28,4459.97,Approved,,Cleared,4459.97,Settled,4459.97
TXN011920,Mastercard,Merchant_Travel_12,2026-04-19,4239.61,Approved,,Cleared,4239.61,Settled,4239.61
TXN011921,RuPay,Merchant_Travel_20,2026-03-28,4004.0,Approved,,Cleared,4004.0,Settled,4004.0
TXN011922,Visa,Merchant_Pharmacy_14,2026-05-18,3066.13,Approved,,Cleared,3066.13,Not Settled,
TXN011923,Amex,Merchant_Grocery_11,2026-04-03,1080.29,Approved,,Cleared,1080.29,Settled,1080.29
TXN011924,RuPay,Merchant_Fuel_13,2026-06-06,2256.19,Approved,,Cleared,2256.19,Settled,2256.19
TXN011925,Mastercard,Merchant_Grocery_19,2026-03-15,1697.89,Declined,54,,,,
TXN011926,Amex,Merchant_Grocery_19,2026-04-28,994.41,Approved,,Cleared,994.41,Not Settled,
TXN011927,Mastercard,Merchant_Fashion_18,2026-04-05,2734.15,Approved,,Cleared,2734.15,Settled,2734.15
TXN011928,Visa,Merchant_Fashion_02,2026-03-07,678.46,Approved,,Cleared,678.46,Settled,678.46
TXN011929,RuPay,Merchant_Fashion_18,2026-06-20,88.27,Approved,,Cleared,88.27,Settled,88.27
TXN011930,Visa,Merchant_Electronics_01,2026-05-30,1841.79,Approved,,Cleared,1841.79,Settled,1841.79
TXN011931,Amex,Merchant_Fashion_18,2026-05-16,1329.81,Approved,,Cleared,1329.81,Settled,1329.81
TXN011932,Amex,Merchant_Restaurant_07,2026-01-28,912.31,Approved,,Cleared,912.31,Settled,912.31
TXN011933,Amex,Merchant_Pharmacy_06,2026-03-06,3819.49,Approved,,Cleared,3819.49,Settled,3819.49
TXN011934,Amex,Merchant_Restaurant_15,2026-03-08,4139.32,Approved,,Cleared,4139.32,Settled,4139.32
TXN011935,Visa,Merchant_Fashion_10,2026-06-04,3381.12,Approved,,Cleared,3381.12,Settled,3381.12
TXN011936,Amex,Merchant_Pharmacy_14,2026-06-16,1444.09,Declined,05,,,,
TXN011937,Amex,Merchant_Travel_20,2026-05-14,3385.82,Approved,,Cleared,3385.82,Settled,3385.82
TXN011938,Mastercard,Merchant_Travel_12,2026-05-23,3910.6,Approved,,Cleared,3910.6,Settled,3910.6
TXN011939,RuPay,Merchant_Pharmacy_06,2026-03-07,3265.9,Approved,,Cleared,3265.9,Settled,3265.9
TXN011940,RuPay,Merchant_Hotel_16,2026-04-09,2609.38,Declined,51,,,,
TXN011941,RuPay,Merchant_Grocery_11,2026-02-18,4363.49,Approved,,Cleared,4363.49,Not Settled,
TXN011942,Mastercard,Merchant_Travel_20,2026-05-28,3366.13,Declined,05,,,,
TXN011943,Mastercard,Merchant_Hotel_16,2026-06-05,714.31,Approved,,Cleared,714.31,Settled,696.08
TXN011944,RuPay,Merchant_Fuel_05,2026-05-26,620.03,Approved,,Cleared,620.03,Settled,620.03
TXN011945,Visa,Merchant_Pharmacy_14,2026-04-20,3329.87,Approved,,Cleared,3329.87,Settled,3329.87
TXN011946,Visa,Merchant_Restaurant_15,2026-01-05,1978.77,Approved,,Cleared,1978.77,Settled,1978.77
TXN011947,Mastercard,Merchant_Pharmacy_06,2026-03-30,3270.53,Approved,,Cleared,3270.53,Settled,3270.53
TXN011948,RuPay,Merchant_Travel_04,2026-03-15,1912.79,Approved,,Cleared,1912.79,Settled,1912.79
TXN011949,RuPay,Merchant_Electronics_01,2026-01-16,616.24,Approved,,Cleared,616.24,Settled,616.24
TXN011950,Visa,Merchant_Electronics_01,2026-04-10,1205.47,Approved,,Cleared,1205.47,Settled,1205.47
TXN011951,RuPay,Merchant_Travel_20,2026-04-13,877.25,Approved,,Cleared,877.25,Settled,877.25
TXN011952,RuPay,Merchant_Restaurant_15,2026-04-30,4613.82,Approved,,Cleared,4613.82,Settled,4613.82
TXN011953,Visa,Merchant_Travel_04,2026-01-12,2433.76,Approved,,Cleared,2433.76,Settled,2433.76
TXN011954,RuPay,Merchant_Travel_12,2026-03-04,2873.77,Approved,,Cleared,2873.77,Settled,2873.77
TXN011955,Amex,Merchant_Grocery_03,2026-05-08,2389.02,Approved,,Cleared,2389.02,Settled,2389.02
TXN011956,Mastercard,Merchant_Travel_20,2026-02-06,2965.16,Declined,61,,,,
TXN011957,Visa,Merchant_Grocery_11,2026-06-05,1729.98,Approved,,Cleared,1729.98,Settled,1729.98
TXN011958,Amex,Merchant_Restaurant_15,2026-02-16,4310.57,Approved,,Cleared,4310.57,Settled,4310.57
TXN011959,Amex,Merchant_Travel_12,2026-03-30,4524.74,Declined,54,,,,
TXN011960,Visa,Merchant_Grocery_19,2026-06-14,752.57,Approved,,Cleared,752.57,Settled,727.82
TXN011961,RuPay,Merchant_Electronics_17,2026-05-16,4714.75,Approved,,Cleared,4714.75,Settled,4714.75
TXN011962,Visa,Merchant_Fashion_10,2026-01-19,608.83,Declined,61,,,,
TXN011963,Visa,Merchant_Pharmacy_06,2026-01-30,3869.8,Approved,,Cleared,3869.8,Settled,3869.8
TXN011964,RuPay,Merchant_Hotel_08,2026-02-04,1536.62,Approved,,Cleared,1536.62,Settled,1536.62
TXN011965,RuPay,Merchant_Fashion_18,2026-01-09,2845.28,Approved,,Cleared,2845.28,Settled,2845.28
TXN011966,RuPay,Merchant_Restaurant_07,2026-03-02,1520.93,Declined,61,,,,
TXN011967,Amex,Merchant_Fuel_13,2026-03-28,250.38,Approved,,Cleared,250.38,Settled,250.38
TXN011968,Mastercard,Merchant_Restaurant_07,2026-02-11,4543.4,Approved,,Not Cleared,,,
TXN011969,RuPay,Merchant_Electronics_01,2026-05-18,954.08,Declined,14,,,,
TXN011970,RuPay,Merchant_Pharmacy_14,2026-05-21,3754.97,Approved,,Cleared,3754.97,Settled,3754.97
TXN011971,Amex,Merchant_Fashion_18,2026-01-05,3118.97,Approved,,Cleared,3118.97,Settled,3118.97
TXN011972,Amex,Merchant_Electronics_09,2026-04-20,3482.76,Approved,,Cleared,3482.76,Settled,3482.76
TXN011973,Mastercard,Merchant_Travel_12,2026-03-05,845.17,Approved,,Cleared,845.17,Settled,845.17
TXN011974,Mastercard,Merchant_Pharmacy_06,2026-01-02,3351.05,Approved,,Cleared,3351.05,Settled,3351.05
TXN011975,RuPay,Merchant_Restaurant_15,2026-06-18,1227.67,Approved,,Cleared,1227.67,Settled,1227.67
TXN011976,RuPay,Merchant_Fashion_02,2026-06-05,417.25,Approved,,Cleared,417.25,Settled,417.25
TXN011977,Amex,Merchant_Hotel_16,2026-06-15,4202.69,Approved,,Not Cleared,,,
TXN011978,Visa,Merchant_Electronics_01,2026-02-21,1666.76,Approved,,Cleared,1666.76,Settled,1666.76
TXN011979,Mastercard,Merchant_Electronics_01,2026-03-05,4379.01,Approved,,Cleared,4379.01,Settled,4379.01
TXN011980,RuPay,Merchant_Hotel_08,2026-05-16,429.8,Approved,,Cleared,429.8,Settled,429.8
TXN011981,Visa,Merchant_Travel_12,2026-02-06,3758.3,Declined,61,,,,
TXN011982,RuPay,Merchant_Electronics_09,2026-03-28,3677.35,Approved,,Cleared,3677.35,Settled,3677.35
TXN011983,Visa,Merchant_Hotel_16,2026-05-13,2608.05,Approved,,Not Cleared,,,
TXN011984,RuPay,Merchant_Hotel_16,2026-03-27,1810.1,Approved,,Cleared,1810.1,Settled,1810.1
TXN011985,RuPay,Merchant_Travel_20,2026-02-04,3417.67,Approved,,Cleared,3417.67,Settled,3417.67
TXN011986,Visa,Merchant_Electronics_01,2026-06-17,4269.09,Approved,,Not Cleared,,,
TXN011987,Amex,Merchant_Pharmacy_06,2026-02-13,529.25,Approved,,Cleared,529.25,Settled,529.25
TXN011988,Mastercard,Merchant_Fashion_18,2026-05-13,848.27,Approved,,Cleared,848.27,Settled,848.27
TXN011989,RuPay,Merchant_Fuel_05,2026-03-11,3106.72,Approved,,Cleared,3106.72,Settled,3106.72
TXN011990,RuPay,Merchant_Grocery_19,2026-03-25,1178.53,Approved,,Cleared,1178.53,Not Settled,
TXN011991,Amex,Merchant_Travel_12,2026-05-01,2605.32,Approved,,Cleared,2605.32,Settled,2605.32
TXN011992,Amex,Merchant_Grocery_19,2026-05-04,2654.06,Approved,,Cleared,2654.06,Settled,2654.06
TXN011993,Mastercard,Merchant_Travel_12,2026-02-11,1378.64,Approved,,Cleared,1378.64,Settled,1378.64
TXN011994,Amex,Merchant_Hotel_16,2026-04-25,227.45,Approved,,Cleared,227.45,Settled,227.45
TXN011995,Amex,Merchant_Pharmacy_14,2026-01-28,2924.41,Approved,,Cleared,2924.41,Settled,2924.41
TXN011996,Visa,Merchant_Grocery_11,2026-02-20,4240.08,Approved,,Cleared,4240.08,Settled,4240.08
TXN011997,Amex,Merchant_Travel_04,2026-04-03,1961.64,Declined,05,,,,
TXN011998,Mastercard,Merchant_Grocery_11,2026-05-13,508.17,Approved,,Cleared,508.17,Settled,508.17
